meal_id,meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,image_url
457,Prevent Sandwich,American,Dinner,Keto,561,60.0,29.2,32.7,17.1,31.3,60,268,293,Fried,11,34,3.4,0,https://example.com/images/meal_457.jpg
458,Become Sandwich,Chinese,Dinner,Low-Carb,172,74.7,148.7,57.0,23.9,0.5,1781,163,256,Roasted,27,98,3.6,0,https://example.com/images/meal_458.jpg
459,Reduce Rice,Indian,Breakfast,Keto,504,16.6,68.7,15.8,26.5,17.8,1833,53,203,Boiled,39,53,2.4,1,https://example.com/images/meal_459.jpg
460,Set Soup,Thai,Lunch,Low-Carb,786,46.4,47.4,52.9,3.5,31.6,224,2,154,Roasted,44,26,1.7,0,https://example.com/images/meal_460.jpg
461,Again Salad,Mediterranean,Breakfast,Paleo,621,37.4,145.5,32.0,16.7,45.2,274,154,317,Boiled,42,51,4.5,0,https://example.com/images/meal_461.jpg
462,Wide Wrap,Japanese,Breakfast,Keto,512,32.2,69.5,41.0,0.1,17.8,1606,200,219,Fried,5,51,1.2,0,https://example.com/images/meal_462.jpg
463,Across Stew,Indian,Breakfast,Low-Carb,325,15.8,62.6,3.3,21.9,33.3,609,33,364,Roasted,56,64,4.3,0,https://example.com/images/meal_463.jpg
464,Article Pasta,Mexican,Snack,Paleo,232,18.8,74.5,7.0,20.1,14.8,1433,116,431,Grilled,23,81,2.8,1,https://example.com/images/meal_464.jpg
465,Or Soup,Chinese,Breakfast,Balanced,874,44.6,80.3,34.8,21.2,42.0,1904,225,415,Raw,44,27,2.3,0,https://example.com/images/meal_465.jpg
466,Property Pasta,Italian,Dinner,Vegetarian,815,47.8,124.9,10.2,4.8,45.5,387,44,399,Steamed,13,60,3.0,0,https://example.com/images/meal_466.jpg
467,Occur Pasta,Japanese,Dinner,Balanced,608,27.1,143.4,4.0,3.9,11.4,1841,86,424,Fried,58,11,2.4,1,https://example.com/images/meal_467.jpg
468,Include Pasta,Japanese,Dinner,Vegan,1150,67.0,25.4,57.5,2.7,9.2,268,3,314,Baked,53,32,1.1,0,https://example.com/images/meal_468.jpg
469,Discussion Sandwich,American,Lunch,Paleo,293,63.3,131.8,56.1,20.6,32.4,2407,18,298,Fried,23,53,1.6,0,https://example.com/images/meal_469.jpg
470,Above Rice,Mediterranean,Dinner,Low-Carb,591,24.3,66.3,54.2,21.3,7.7,1489,288,473,Baked,23,92,1.7,0,https://example.com/images/meal_470.jpg
471,Tonight Wrap,Italian,Dinner,Vegetarian,339,56.2,141.8,42.9,18.9,22.4,1436,181,277,Fried,47,57,4.7,0,https://example.com/images/meal_471.jpg
472,Building Sandwich,Thai,Dinner,Vegetarian,949,27.5,119.6,59.0,8.6,4.6,1364,182,199,Baked,51,110,2.2,0,https://example.com/images/meal_472.jpg
473,Suddenly Salad,Mexican,Dinner,Paleo,711,20.7,46.0,38.8,1.6,4.1,116,275,413,Raw,51,118,2.9,0,https://example.com/images/meal_473.jpg
474,Management Rice,Indian,Snack,Keto,904,11.7,102.8,22.6,19.9,48.6,2379,20,492,Baked,48,90,1.1,0,https://example.com/images/meal_474.jpg
475,Learn Curry,Mediterranean,Lunch,Low-Carb,526,54.1,79.5,23.1,28.8,43.7,2161,16,146,Fried,10,20,3.2,0,https://example.com/images/meal_475.jpg
476,Executive Soup,Japanese,Breakfast,Keto,1017,5.2,145.9,44.1,2.1,14.7,2286,169,444,Grilled,38,9,3.4,0,https://example.com/images/meal_476.jpg
477,Father Curry,Mediterranean,Breakfast,Paleo,847,61.0,51.7,45.8,17.3,21.1,1443,0,429,Raw,25,38,3.7,0,https://example.com/images/meal_477.jpg
478,Show Curry,Thai,Snack,Vegan,810,79.7,91.7,0.4,25.9,32.2,1123,254,309,Fried,35,8,2.8,0,https://example.com/images/meal_478.jpg
479,Claim Sandwich,Mediterranean,Breakfast,Low-Carb,961,47.0,109.1,14.0,28.1,21.1,2128,71,404,Fried,41,110,1.2,0,https://example.com/images/meal_479.jpg
480,Animal Pasta,Chinese,Lunch,Vegan,972,48.3,0.1,16.3,14.8,13.0,318,113,313,Raw,39,115,4.4,0,https://example.com/images/meal_480.jpg
481,Child Soup,Italian,Lunch,Vegetarian,669,76.7,39.1,14.6,20.9,24.4,731,103,320,Baked,18,110,1.1,0,https://example.com/images/meal_481.jpg
482,Other Pasta,Japanese,Snack,Vegan,143,73.3,94.5,15.7,24.1,13.0,348,215,439,Grilled,44,85,2.5,1,https://example.com/images/meal_482.jpg
483,Give Pasta,Japanese,Dinner,Vegetarian,1197,49.1,135.8,3.1,25.2,1.3,1696,120,244,Fried,57,9,4.2,0,https://example.com/images/meal_483.jpg
484,Phone Stew,Indian,Snack,Low-Carb,348,48.3,10.8,4.0,7.4,27.4,1247,101,109,Roasted,54,44,3.8,0,https://example.com/images/meal_484.jpg
485,There Curry,Chinese,Lunch,Vegetarian,969,19.4,26.8,9.3,11.5,19.7,1267,48,445,Raw,9,40,2.4,0,https://example.com/images/meal_485.jpg
486,Article Wrap,Thai,Snack,Paleo,958,52.3,142.7,9.8,13.3,29.6,1433,7,119,Roasted,25,15,4.7,0,https://example.com/images/meal_486.jpg
487,Next Pasta,Indian,Lunch,Paleo,471,30.4,68.1,11.8,28.5,13.8,1736,63,291,Fried,42,78,2.5,1,https://example.com/images/meal_487.jpg
488,Art Soup,Italian,Breakfast,Balanced,1122,56.3,112.3,44.6,22.8,16.1,673,127,307,Boiled,47,120,4.2,0,https://example.com/images/meal_488.jpg
489,Top Salad,Chinese,Breakfast,Low-Carb,340,21.5,58.9,14.3,10.1,46.8,716,97,403,Boiled,51,104,2.5,0,https://example.com/images/meal_489.jpg
490,Sure Curry,Mexican,Breakfast,Balanced,841,17.7,101.0,52.1,5.3,41.9,377,184,449,Roasted,17,99,2.0,0,https://example.com/images/meal_490.jpg
491,West Stew,Thai,Lunch,Low-Carb,538,59.9,12.3,26.2,5.4,39.3,1086,283,341,Grilled,39,39,2.0,0,https://example.com/images/meal_491.jpg
492,Must Pasta,American,Snack,Vegetarian,1180,77.6,90.2,24.4,24.0,13.6,2126,244,402,Baked,39,100,3.0,0,https://example.com/images/meal_492.jpg
493,Town Wrap,Italian,Snack,Vegan,232,67.8,109.8,6.6,16.1,32.3,1478,105,117,Steamed,60,48,2.0,0,https://example.com/images/meal_493.jpg
494,Maintain Rice,Italian,Snack,Vegetarian,705,32.1,28.4,41.0,16.5,30.2,1702,154,271,Raw,52,118,3.7,0,https://example.com/images/meal_494.jpg
495,Possible Pasta,Chinese,Dinner,Low-Carb,970,30.8,59.3,53.3,6.2,11.5,128,275,160,Steamed,57,19,3.9,0,https://example.com/images/meal_495.jpg
496,Network Wrap,Indian,Breakfast,Low-Carb,502,64.4,49.0,23.6,28.6,42.7,1019,6,471,Baked,21,53,3.9,0,https://example.com/images/meal_496.jpg
497,Paper Pasta,American,Snack,Keto,344,42.2,96.4,55.9,28.8,43.8,1228,166,233,Fried,46,73,4.1,0,https://example.com/images/meal_497.jpg
498,Within Curry,American,Lunch,Paleo,1016,64.1,26.2,27.6,1.5,38.4,1209,155,408,Steamed,60,49,1.2,0,https://example.com/images/meal_498.jpg
499,Boy Pasta,Chinese,Lunch,Vegan,210,47.8,86.5,22.4,24.9,16.9,1633,45,373,Boiled,53,92,2.6,1,https://example.com/images/meal_499.jpg
500,Imagine Rice,Italian,Lunch,Paleo,1094,77.3,12.7,10.9,29.1,48.4,2141,182,345,Boiled,18,46,3.8,0,https://example.com/images/meal_500.jpg
501,For Wrap,Indian,Breakfast,Low-Carb,857,51.4,92.4,26.1,10.4,13.1,443,197,317,Baked,42,67,1.9,0,https://example.com/images/meal_501.jpg
502,For Curry,Japanese,Breakfast,Paleo,194,25.4,48.2,58.8,8.5,8.4,1844,35,452,Fried,19,20,1.7,0,https://example.com/images/meal_502.jpg
503,Test Curry,Italian,Dinner,Vegan,711,47.4,24.2,2.2,1.3,44.1,1627,220,463,Baked,8,71,4.6,0,https://example.com/images/meal_503.jpg
504,Religious Rice,Italian,Dinner,Paleo,960,52.5,44.8,4.9,4.3,27.1,1964,36,145,Fried,29,79,2.6,0,https://example.com/images/meal_504.jpg
505,Do Curry,Mexican,Lunch,Vegan,1177,34.9,2.1,4.1,7.7,45.8,102,15,289,Roasted,58,17,3.4,0,https://example.com/images/meal_505.jpg
506,Attention Curry,Chinese,Snack,Low-Carb,685,68.6,54.2,49.2,6.6,41.9,363,165,296,Steamed,55,82,3.1,0,https://example.com/images/meal_506.jpg
507,Country Salad,Chinese,Snack,Balanced,836,57.6,120.7,54.0,18.3,4.8,131,71,386,Fried,42,40,1.1,0,https://example.com/images/meal_507.jpg
508,Series Wrap,Japanese,Snack,Paleo,329,35.8,86.8,52.7,29.8,40.6,838,29,410,Roasted,49,90,3.2,0,https://example.com/images/meal_508.jpg
509,Now Wrap,American,Breakfast,Balanced,152,45.7,109.6,16.8,19.3,37.2,1704,232,216,Raw,11,113,4.9,0,https://example.com/images/meal_509.jpg
510,Who Pasta,American,Snack,Balanced,1101,75.4,147.7,24.4,13.0,20.5,2017,222,238,Fried,9,23,2.2,0,https://example.com/images/meal_510.jpg
511,Yeah Sandwich,Italian,Snack,Vegan,1072,65.7,92.5,0.7,3.4,39.3,1215,107,432,Baked,45,54,3.5,0,https://example.com/images/meal_511.jpg
512,On Salad,Thai,Snack,Keto,842,75.8,140.2,40.3,21.9,31.2,958,193,419,Roasted,58,34,3.8,0,https://example.com/images/meal_512.jpg
513,Realize Stew,American,Lunch,Keto,245,72.1,76.8,31.8,8.1,31.3,1912,228,499,Steamed,29,36,3.7,0,https://example.com/images/meal_513.jpg
514,Score Stew,Mexican,Lunch,Low-Carb,883,7.5,49.1,42.2,9.5,33.0,110,172,260,Raw,59,58,3.1,0,https://example.com/images/meal_514.jpg
515,Themselves Stew,Mediterranean,Breakfast,Paleo,186,32.9,52.1,45.1,26.8,10.7,500,107,284,Grilled,24,68,3.3,0,https://example.com/images/meal_515.jpg
516,Issue Wrap,American,Dinner,Low-Carb,884,61.6,41.3,32.4,2.5,2.5,2465,247,186,Baked,20,52,2.5,0,https://example.com/images/meal_516.jpg
517,We Rice,Thai,Lunch,Vegetarian,188,74.5,88.2,55.9,17.5,14.9,1791,140,447,Steamed,31,63,1.6,0,https://example.com/images/meal_517.jpg
518,Garden Soup,Indian,Lunch,Balanced,770,49.5,80.0,26.0,3.2,40.5,229,148,474,Boiled,34,69,4.2,0,https://example.com/images/meal_518.jpg
519,Would Pasta,Japanese,Snack,Paleo,426,56.0,35.7,46.2,29.0,34.9,216,259,154,Boiled,28,105,4.1,0,https://example.com/images/meal_519.jpg
520,Way Sandwich,Thai,Dinner,Vegan,138,59.0,73.6,14.0,13.4,9.1,1036,297,347,Raw,57,62,1.2,1,https://example.com/images/meal_520.jpg
521,Step Stew,Chinese,Dinner,Keto,207,17.2,7.1,49.6,30.0,23.3,1152,262,207,Roasted,32,37,3.8,0,https://example.com/images/meal_521.jpg
522,Join Salad,Mediterranean,Dinner,Balanced,545,63.2,16.9,37.4,8.4,16.9,1930,127,117,Raw,9,64,3.3,0,https://example.com/images/meal_522.jpg
523,Feel Soup,Mediterranean,Breakfast,Vegan,549,47.7,83.4,57.0,11.5,1.9,1953,299,350,Raw,15,108,1.2,0,https://example.com/images/meal_523.jpg
524,Full Rice,Japanese,Snack,Vegetarian,769,62.0,8.2,38.9,12.4,35.0,1703,55,131,Fried,18,96,2.0,0,https://example.com/images/meal_524.jpg
525,Effect Wrap,Indian,Snack,Paleo,436,7.0,130.1,29.6,0.3,2.1,655,245,482,Fried,42,103,1.8,0,https://example.com/images/meal_525.jpg
526,Drug Rice,Indian,Dinner,Vegan,832,47.3,44.0,40.0,5.0,43.2,2129,212,400,Raw,55,7,4.7,0,https://example.com/images/meal_526.jpg
527,As Soup,Japanese,Snack,Keto,877,71.3,94.1,53.2,28.7,3.1,1839,215,405,Boiled,58,106,2.2,0,https://example.com/images/meal_527.jpg
528,Standard Wrap,Mediterranean,Snack,Keto,1118,59.8,135.5,49.7,15.7,7.4,757,111,145,Fried,30,61,3.6,0,https://example.com/images/meal_528.jpg
529,Under Salad,Mediterranean,Lunch,Vegetarian,1051,77.9,138.6,27.5,24.6,31.7,600,99,302,Steamed,31,46,3.9,0,https://example.com/images/meal_529.jpg
530,Wife Wrap,American,Snack,Vegan,828,69.9,69.1,9.4,13.1,5.9,862,273,170,Grilled,27,48,4.7,0,https://example.com/images/meal_530.jpg
531,Everything Stew,Italian,Snack,Keto,494,63.8,68.4,37.6,17.3,42.9,877,16,308,Steamed,29,42,1.1,0,https://example.com/images/meal_531.jpg
532,Floor Salad,Mediterranean,Snack,Vegan,349,19.2,99.9,3.7,6.5,35.3,1080,229,364,Raw,32,83,1.6,0,https://example.com/images/meal_532.jpg
533,Gas Curry,Italian,Lunch,Paleo,437,26.0,129.1,13.6,7.7,22.4,318,163,385,Raw,55,49,1.6,0,https://example.com/images/meal_533.jpg
534,Rather Sandwich,Italian,Snack,Low-Carb,881,38.4,27.9,40.7,11.8,39.8,801,8,156,Steamed,35,71,1.3,0,https://example.com/images/meal_534.jpg
535,Many Wrap,Mexican,Lunch,Keto,865,73.4,67.7,10.0,11.0,2.1,1488,76,485,Raw,39,36,3.2,0,https://example.com/images/meal_535.jpg
536,Ground Pasta,Indian,Snack,Vegan,608,27.0,126.8,35.1,19.3,3.9,213,146,146,Steamed,56,46,1.7,0,https://example.com/images/meal_536.jpg
537,Of Pasta,Indian,Dinner,Vegetarian,879,73.7,137.7,42.0,9.3,12.0,2209,201,444,Fried,15,52,5.0,0,https://example.com/images/meal_537.jpg
538,Might Sandwich,Chinese,Lunch,Balanced,865,16.4,37.8,5.9,26.0,0.2,1367,28,378,Baked,43,74,4.2,0,https://example.com/images/meal_538.jpg
539,Show Wrap,Thai,Snack,Vegan,232,34.2,135.4,43.6,8.9,12.0,331,133,393,Boiled,12,27,4.1,0,https://example.com/images/meal_539.jpg
540,Practice Pasta,Thai,Dinner,Balanced,1048,47.3,49.8,36.3,23.3,16.8,1669,108,374,Baked,25,49,2.2,0,https://example.com/images/meal_540.jpg
541,Recognize Curry,Mexican,Dinner,Vegetarian,1063,31.9,141.7,41.4,12.8,34.3,312,150,318,Boiled,12,46,1.3,0,https://example.com/images/meal_541.jpg
542,White Pasta,Mexican,Breakfast,Vegan,787,51.4,48.3,21.2,17.5,25.8,1696,287,491,Boiled,15,83,4.7,0,https://example.com/images/meal_542.jpg
543,Probably Rice,Chinese,Dinner,Paleo,883,19.4,48.9,6.4,25.4,27.0,2359,243,363,Raw,7,34,2.0,0,https://example.com/images/meal_543.jpg
544,Price Rice,Mexican,Breakfast,Keto,1115,45.0,15.2,37.8,14.8,42.5,1863,199,156,Steamed,59,89,4.7,0,https://example.com/images/meal_544.jpg
545,Head Stew,Mexican,Breakfast,Low-Carb,374,18.1,6.7,4.0,15.0,42.3,572,13,156,Steamed,11,65,4.0,0,https://example.com/images/meal_545.jpg
546,Participant Soup,Indian,Breakfast,Vegan,565,53.2,30.8,15.1,27.4,4.5,2452,160,273,Steamed,43,57,3.9,1,https://example.com/images/meal_546.jpg
547,Sit Pasta,American,Breakfast,Vegan,1025,58.7,50.4,37.9,20.1,24.0,1020,2,353,Grilled,22,37,3.8,0,https://example.com/images/meal_547.jpg
548,Near Sandwich,Chinese,Breakfast,Keto,346,55.7,57.6,9.3,18.4,2.3,1581,212,236,Roasted,24,64,2.6,1,https://example.com/images/meal_548.jpg
549,Article Curry,Mediterranean,Lunch,Low-Carb,846,33.9,145.5,40.4,20.4,34.1,502,237,312,Roasted,10,46,1.9,0,https://example.com/images/meal_549.jpg
550,Report Pasta,Mediterranean,Breakfast,Balanced,333,37.6,25.4,42.7,12.7,18.2,113,52,205,Baked,12,15,3.8,0,https://example.com/images/meal_550.jpg
551,Indeed Rice,Thai,Dinner,Paleo,808,29.1,78.7,58.9,19.2,38.4,288,63,388,Raw,42,76,4.6,0,https://example.com/images/meal_551.jpg
552,Door Sandwich,Mexican,Snack,Vegan,300,32.7,120.8,27.9,23.7,41.8,793,259,495,Grilled,28,98,1.2,0,https://example.com/images/meal_552.jpg
553,Guess Stew,Thai,Snack,Keto,1132,72.1,136.6,44.2,3.8,23.4,406,166,129,Roasted,11,104,4.3,0,https://example.com/images/meal_553.jpg
554,Small Curry,Mexican,Lunch,Keto,956,53.9,24.7,54.3,3.9,32.6,1472,106,262,Fried,28,57,4.4,0,https://example.com/images/meal_554.jpg
555,While Soup,American,Snack,Vegetarian,733,55.9,31.3,15.9,6.1,46.1,1230,17,338,Grilled,32,8,2.6,0,https://example.com/images/meal_555.jpg
556,Pm Stew,Mediterranean,Snack,Balanced,152,44.3,9.2,46.3,1.9,40.2,790,91,487,Raw,49,61,2.9,0,https://example.com/images/meal_556.jpg
557,Run Curry,Japanese,Dinner,Paleo,449,15.9,27.7,25.4,11.3,41.5,1834,166,339,Boiled,39,23,3.5,0,https://example.com/images/meal_557.jpg
558,Girl Soup,Mediterranean,Lunch,Low-Carb,1127,34.1,61.6,42.8,22.6,6.9,1327,92,233,Fried,26,24,4.6,0,https://example.com/images/meal_558.jpg
559,Base Rice,Chinese,Lunch,Vegetarian,356,18.8,48.2,49.3,27.6,16.0,1306,52,126,Roasted,29,36,1.1,0,https://example.com/images/meal_559.jpg
560,Result Salad,Japanese,Lunch,Balanced,1116,8.4,38.4,57.0,22.9,16.6,1701,214,234,Roasted,35,11,1.0,0,https://example.com/images/meal_560.jpg
561,Firm Rice,Indian,Breakfast,Vegetarian,215,55.6,58.4,56.6,9.0,22.4,1669,231,291,Steamed,27,43,2.1,0,https://example.com/images/meal_561.jpg
562,Reflect Pasta,Italian,Lunch,Paleo,129,11.8,117.7,55.9,26.3,30.7,882,287,438,Baked,24,59,2.0,0,https://example.com/images/meal_562.jpg
563,Sure Sandwich,Thai,Breakfast,Paleo,120,24.5,74.4,10.6,2.6,7.4,1436,299,352,Steamed,57,26,4.5,1,https://example.com/images/meal_563.jpg
564,High Soup,Mexican,Dinner,Low-Carb,595,67.1,83.9,11.6,3.8,48.0,1938,166,310,Boiled,46,87,4.2,0,https://example.com/images/meal_564.jpg
565,Strong Sandwich,Chinese,Snack,Balanced,450,24.7,77.2,53.2,0.5,28.6,1315,292,185,Grilled,48,106,2.0,0,https://example.com/images/meal_565.jpg
566,Care Salad,Chinese,Breakfast,Keto,623,78.8,30.2,43.7,14.4,41.8,1707,18,140,Raw,51,109,3.7,0,https://example.com/images/meal_566.jpg
567,Game Stew,Indian,Breakfast,Vegetarian,1175,60.2,31.3,22.0,25.7,26.3,2065,142,377,Steamed,56,78,1.7,0,https://example.com/images/meal_567.jpg
568,Cultural Rice,Chinese,Snack,Paleo,517,77.7,55.9,47.6,26.0,19.8,2010,248,313,Fried,60,88,4.4,0,https://example.com/images/meal_568.jpg
569,Piece Rice,American,Snack,Keto,541,23.6,96.5,47.4,7.2,12.8,1304,4,409,Baked,36,19,2.7,0,https://example.com/images/meal_569.jpg
570,Tell Rice,Chinese,Snack,Paleo,282,31.5,99.7,7.4,11.5,2.8,2381,87,239,Fried,53,95,2.1,1,https://example.com/images/meal_570.jpg
571,Former Pasta,Italian,Lunch,Balanced,307,76.0,118.7,34.7,19.1,5.8,1448,16,248,Roasted,39,43,3.7,0,https://example.com/images/meal_571.jpg
572,Read Pasta,Mexican,Snack,Vegan,227,7.0,105.4,7.8,25.3,35.0,1182,227,254,Fried,40,109,2.3,0,https://example.com/images/meal_572.jpg
573,Enjoy Soup,Indian,Dinner,Keto,390,10.5,129.9,44.7,22.0,23.2,1937,58,348,Roasted,15,8,1.2,0,https://example.com/images/meal_573.jpg
574,Today Wrap,American,Breakfast,Paleo,918,56.5,119.9,28.8,5.1,9.0,1377,226,422,Grilled,56,23,4.4,0,https://example.com/images/meal_574.jpg
575,Fight Wrap,Mexican,Breakfast,Balanced,313,63.8,128.8,34.8,8.2,24.3,2020,250,233,Grilled,7,51,3.0,0,https://example.com/images/meal_575.jpg
576,Book Wrap,Thai,Breakfast,Keto,353,59.2,92.8,30.2,8.3,31.7,456,167,182,Steamed,48,62,3.4,0,https://example.com/images/meal_576.jpg
577,Group Salad,Indian,Breakfast,Vegetarian,863,22.3,72.4,56.5,4.6,8.3,2164,300,196,Steamed,48,16,4.5,0,https://example.com/images/meal_577.jpg
578,Artist Sandwich,Mexican,Lunch,Low-Carb,239,74.3,103.4,52.6,25.1,44.4,114,100,141,Boiled,57,24,2.0,0,https://example.com/images/meal_578.jpg
579,Everyone Salad,Italian,Snack,Vegan,759,46.4,52.6,0.9,11.9,34.2,1594,18,247,Grilled,30,57,4.1,0,https://example.com/images/meal_579.jpg
580,Without Pasta,Thai,Breakfast,Vegetarian,885,8.5,122.0,58.5,10.9,46.8,1500,286,268,Baked,12,59,2.5,0,https://example.com/images/meal_580.jpg
581,Society Pasta,American,Breakfast,Vegetarian,646,17.6,67.3,23.4,5.1,20.1,716,188,222,Steamed,40,84,2.0,0,https://example.com/images/meal_581.jpg
582,Control Salad,Chinese,Dinner,Balanced,312,74.5,16.3,24.7,0.8,23.8,1921,119,100,Fried,34,46,3.1,0,https://example.com/images/meal_582.jpg
583,Billion Salad,Indian,Breakfast,Balanced,255,23.9,80.4,6.6,25.5,27.7,406,275,367,Baked,39,39,4.9,0,https://example.com/images/meal_583.jpg
584,Movie Stew,Thai,Dinner,Keto,340,75.0,16.5,40.5,11.6,25.8,793,137,263,Baked,42,111,2.1,0,https://example.com/images/meal_584.jpg
585,Example Pasta,American,Breakfast,Keto,420,19.0,41.6,13.0,23.8,1.9,257,51,200,Raw,12,28,1.3,1,https://example.com/images/meal_585.jpg
586,Four Soup,Japanese,Lunch,Vegan,188,35.8,64.4,55.0,16.3,35.7,1294,90,103,Roasted,59,65,2.6,0,https://example.com/images/meal_586.jpg
587,Truth Salad,Indian,Lunch,Balanced,882,67.5,75.9,2.0,21.4,23.7,1430,250,398,Baked,56,58,3.2,0,https://example.com/images/meal_587.jpg
588,Continue Sandwich,Japanese,Breakfast,Keto,213,14.3,54.2,8.0,10.0,28.3,704,33,326,Roasted,54,60,2.8,0,https://example.com/images/meal_588.jpg
589,Conference Pasta,Japanese,Lunch,Paleo,486,18.9,113.5,28.5,17.9,45.2,961,126,135,Baked,58,30,1.4,0,https://example.com/images/meal_589.jpg
590,Gas Stew,Japanese,Snack,Low-Carb,621,48.8,62.8,43.7,8.5,40.3,2364,152,284,Roasted,42,27,4.6,0,https://example.com/images/meal_590.jpg
591,Really Stew,Mexican,Breakfast,Keto,252,42.9,82.3,48.1,20.7,36.5,1877,53,281,Fried,52,16,2.9,0,https://example.com/images/meal_591.jpg
592,International Rice,American,Breakfast,Vegetarian,937,34.5,95.8,32.9,8.2,19.5,1624,94,258,Baked,60,52,4.8,0,https://example.com/images/meal_592.jpg
593,Determine Salad,American,Breakfast,Low-Carb,1100,76.3,57.9,52.6,28.0,28.2,1414,164,160,Roasted,11,99,2.5,0,https://example.com/images/meal_593.jpg
594,Mr Curry,Thai,Snack,Vegan,704,8.5,89.0,45.1,5.0,21.0,601,281,442,Boiled,55,118,2.8,0,https://example.com/images/meal_594.jpg
595,Rule Wrap,American,Lunch,Low-Carb,890,61.9,28.5,57.5,9.1,20.7,920,51,287,Boiled,58,38,1.6,0,https://example.com/images/meal_595.jpg
596,Should Curry,Chinese,Dinner,Vegan,368,7.7,134.2,48.4,7.3,10.4,1044,125,428,Baked,36,29,1.1,0,https://example.com/images/meal_596.jpg
597,Seven Sandwich,Mediterranean,Lunch,Low-Carb,384,51.4,81.4,1.6,25.3,1.4,2227,219,300,Boiled,32,83,1.8,1,https://example.com/images/meal_597.jpg
598,Section Sandwich,Italian,Lunch,Balanced,379,51.4,133.0,1.1,12.4,3.6,364,153,196,Raw,58,90,1.3,1,https://example.com/images/meal_598.jpg
599,Scientist Stew,American,Snack,Paleo,486,20.8,64.2,34.2,6.4,45.9,1444,178,388,Raw,21,94,3.7,0,https://example.com/images/meal_599.jpg
600,Force Salad,Chinese,Dinner,Low-Carb,144,14.0,141.8,3.7,24.5,33.7,684,110,304,Steamed,39,10,5.0,0,https://example.com/images/meal_600.jpg
601,Role Wrap,Mediterranean,Dinner,Balanced,994,7.1,26.2,13.5,12.6,33.5,489,100,459,Boiled,44,52,1.5,0,https://example.com/images/meal_601.jpg
602,Defense Rice,Thai,Snack,Keto,293,6.4,108.2,30.9,14.1,0.6,1824,79,369,Fried,11,70,4.2,0,https://example.com/images/meal_602.jpg
603,Three Salad,American,Breakfast,Balanced,386,34.0,75.3,51.7,13.9,40.0,996,160,224,Grilled,60,79,4.0,0,https://example.com/images/meal_603.jpg
604,Night Wrap,Italian,Lunch,Vegan,138,21.2,44.8,22.3,20.6,9.7,2271,102,344,Fried,45,113,1.5,1,https://example.com/images/meal_604.jpg
605,Red Curry,Chinese,Snack,Low-Carb,155,14.7,146.7,42.8,10.8,29.3,772,29,161,Steamed,44,62,1.6,0,https://example.com/images/meal_605.jpg
606,Without Curry,Japanese,Lunch,Keto,872,44.8,104.1,52.5,10.2,25.0,1044,69,237,Steamed,52,30,1.5,0,https://example.com/images/meal_606.jpg
607,Country Soup,Thai,Lunch,Paleo,484,62.9,147.6,27.2,28.4,10.0,447,287,169,Fried,56,118,4.4,0,https://example.com/images/meal_607.jpg
608,Along Pasta,Mediterranean,Lunch,Vegan,110,70.7,125.5,54.1,14.0,15.9,203,145,131,Boiled,58,110,3.2,0,https://example.com/images/meal_608.jpg
609,Late Wrap,American,Lunch,Paleo,1037,11.4,148.5,50.9,16.0,35.9,1463,162,318,Steamed,5,45,3.0,0,https://example.com/images/meal_609.jpg
610,North Rice,Mexican,Breakfast,Paleo,606,16.4,99.7,39.3,18.8,3.2,1053,284,395,Boiled,51,17,3.6,0,https://example.com/images/meal_610.jpg
611,Drug Salad,American,Breakfast,Balanced,696,23.8,105.9,58.4,16.0,47.5,723,7,172,Raw,43,19,4.6,0,https://example.com/images/meal_611.jpg
612,Good Wrap,Thai,Breakfast,Vegan,556,60.1,127.0,29.6,0.7,12.2,1235,224,468,Baked,6,45,3.9,0,https://example.com/images/meal_612.jpg
613,Investment Soup,Indian,Lunch,Vegetarian,454,25.0,60.7,49.8,15.7,2.2,104,204,142,Grilled,10,44,4.8,0,https://example.com/images/meal_613.jpg
614,Left Curry,Italian,Breakfast,Keto,159,17.9,129.4,49.0,14.0,17.6,739,239,462,Raw,18,16,1.2,0,https://example.com/images/meal_614.jpg
615,Chair Sandwich,Thai,Breakfast,Vegan,1117,44.5,93.3,42.5,5.8,22.5,384,110,377,Baked,42,87,3.1,0,https://example.com/images/meal_615.jpg
616,Decision Rice,Mediterranean,Dinner,Paleo,533,11.9,24.9,30.5,12.7,11.2,1034,130,296,Baked,11,79,1.8,0,https://example.com/images/meal_616.jpg
617,Debate Pasta,Indian,Lunch,Paleo,770,9.3,44.2,12.9,27.7,18.0,666,116,349,Boiled,43,112,2.7,0,https://example.com/images/meal_617.jpg
618,Town Wrap,Italian,Lunch,Vegan,226,77.2,69.6,18.9,6.2,16.6,422,44,497,Steamed,44,116,3.8,1,https://example.com/images/meal_618.jpg
619,Avoid Pasta,Indian,Snack,Low-Carb,203,18.6,63.2,24.0,20.3,3.5,483,250,337,Baked,37,92,3.1,1,https://example.com/images/meal_619.jpg
620,South Wrap,Mediterranean,Lunch,Paleo,161,29.4,72.1,48.1,20.7,12.4,833,148,270,Roasted,48,111,2.3,0,https://example.com/images/meal_620.jpg
621,Just Curry,Thai,Snack,Vegetarian,894,71.8,7.8,20.8,26.0,26.3,2235,138,123,Baked,56,94,1.8,0,https://example.com/images/meal_621.jpg
